License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Zip Code,Square Footage,Retail_Address
707009,Store,JAC,PASCUAL FOOD CORP,PASCUAL FOOD,1020,OLMSTEAD AVE,10472,600,1020 OLMSTEAD AVE
602726,Store,JAC,PASCUAL JORGE,PASCUAL GROCERY,951,OGDEN AVE,10452,1500,951 OGDEN AVE
710858,Store,A,PASSION INT FOOD DIST INC,PASSION INT FOOD DIST,3411A,BOSTON RD,10469,0,3411A BOSTON RD
606960,Store,JAC,UNCLE MIKES RAVIOLI CO INC,PASTOSA RAVIOLI,3812,E TREMONT AVE,10465,2500,3812 E TREMONT AVE
608872,Store,JAC,PAULINO DELI GROCERY INC,PAULINO DELI GROCERY,798,HUNTS PT AVE,10474,1100,798 HUNTS PT AVE
608228,Store,JAC,PAULINO GROCERY INC,PAULINO GROCERY,4378,3RD AVE,10457,1200,4378 3RD AVE
607377,Store,JAC,SEGARRA CARMEN M,PAURIANY DELI GROCERY 1,1270,GERARD AVE,10452,1600,1270 GERARD AVE
724191,Store,JAC,PAYA DELI GROCERY CORP,PAYA DELI GROCERY,2587,JEROME AVENUE,10468,1500,2587 JEROME AVENUE
608632,Store,A,MENSA OWUSU,PEACE AFRICAN MARKET,3648,WHITE PLAINS RD,10467,800,3648 WHITE PLAINS RD
608103,Store,JAC,CHOE PIL CHANG,PEACH PIT,1719,CROSBY AVE,10461,1300,1719 CROSBY AVE
608331,Store,JAC,JHER INC,PECHAMBAY MINI MART,3287A,WESTCHESTER AVE,10461,1000,3287A WESTCHESTER AVE
608515,Store,A,PEGGYS STATIONERY LLC,PEGGYS STATIONERY,2216,WHITE PLAINS RD,10467,1000,2216 WHITE PLAINS RD
728588,Store,JAC,PEGHES DELI & GROCERY INC,PEGHES DELI & GROCERY,3273,WESTCHESTER AVE,10461,1400,3273 WESTCHESTER AVE
710773,Store,JAC,PEGUERO GRAND GROCERY CORP,PEGUERO GRAND GROCERY,2241,GRAND AVENUE,10453,1800,2241 GRAND AVENUE
717931,Store,JAC,PELHAM GOURMET DELI INC,PELHAM GOURMET DELI,798,LYDIG AVE,10462,0,798 LYDIG AVE
727881,Store,JAC,GET IT OF YOUR CHEST INC,PEOPLES DELI & GROCERY,4129,WHITE PLAINS RD,10466,0,4129 WHITE PLAINS RD
607394,Store,JAC,PEREZ LUIS F,PEREZ DELI&GROCERY,595,E 141ST ST,10454,1200,595 E 141ST ST
711465,Store,JAC,PETEL YENGUE MEAT CORP,PETEL YENGUE MEAT,1770,JEROME AVE,10453,2400,1770 JEROME AVE
606939,Store,JAC,RELLA MICHAEL & SERVEDIO PETER,PETERS MEAT MARKET,2344,ARTHUR AVE,10458,500,2344 ARTHUR AVE
600206,Store,JAC,PETERS NEWSSTAND CORP,PETERS NEWSSTAND,2897,SEDGWICK AVE,10468,700,2897 SEDGWICK AVE
608978,Store,A,PETLAND DISCOUNTS INC,PETLAND DISCOUNTS #46,3466B,JEROME AVE,10467,0,3466B JEROME AVE
720379,Store,JAC,AKSHAR 3659 DELI AND GROCERY LLC,PHILLIPS GOURMET DELI,3659,EAST TREMONT AVE,10465,1800,3659 EAST TREMONT AVE
605886,Store,JAC,MECH BOPHAVANN,PHNOM PENH-NHA TRANG MK,2639,JEROME AVE,10468,2000,2639 JEROME AVE
604459,Store,JAC,PICA LUIS MEAT MARKET CORP,PICA LUIS MEAT MARKET,251,W KINGSBRIDGE RD,10463,1300,251 W KINGSBRIDGE RD
605166,Store,JAC,PICHON IV INC,PICHON IV,390,JACKSON AVE,10454,2000,390 JACKSON AVE
602312,Store,JAC,PICK&PACK PRODUCE CORP,PICK&PACK PRODUCE,716,LYDIG AVE,10462,2600,716 LYDIG AVE
727626,Store,JAC,PIEDRA PARTIDA DELI GROCERY CORP,PIEDRA PARTIDA DELI GRO,229,E KINGSBRIDGE ROAD,10458,0,229 E KINGSBRIDGE ROAD
718489,Store,JAC,PIERCE AVE MINI MARKET INC,PIERCE AVE MINI MARKET,1595,WILLIAMSBRIDGE RD,10461,1200,1595 WILLIAMSBRIDGE RD
725546,Store,JAC,PIMENTEL DELI GROCERY II CORP,PIMENTEL DELI GROCERY I,172,W BURNSIDE AVENUE,10453,0,172 W BURNSIDE AVENUE
603265,Store,JAC,PINKY QUICK STOP INC,PINKY QUICK STOP,2934,WILKINSON AVE,10461,685,2934 WILKINSON AVE
716190,Store,JAC,2400 C&F FOOD CORP,PIONEER,2400,RYER AVE,10458,9000,2400 RYER AVE
609249,Store,JAC,A&M FRESH SUPERMARKET INC,PIONEER,775,MORRIS PARK AVE,10462,15000,775 MORRIS PARK AVE
716756,Store,JAC,ESPERANZA SUPERMARKET LLC,PIONEER,107,FEATHERBED LANE,10452,8000,107 FEATHERBED LANE
706808,Store,JAC,FERNANDEZ 224 FOOD CORP,PIONEER,3946,WHITE PLAINS RD,10466,20000,3946 WHITE PLAINS RD
609248,Store,JAC,N&A PRODUCE&GROCERY CORP,PIONEER,1345,CASTLE HILL AVE,10462,15000,1345 CASTLE HILL AVE
609572,Store,JAC,231 FOOD CORP,PIONEER SUPERMARKET,184,W 231ST ST,10463,10000,184 W 231ST ST
608755,Store,JAC,3035 WHITE PLAINS FOOD CORP,PIONEER SUPERMARKET,3035,WHITE PLAINS RD,10467,17000,3035 WHITE PLAINS RD
606220,Store,JAC,CRUZ MEAT CORP,PIONEER SUPERMARKET,2262,JEROME AVE,10453,5000,2262 JEROME AVE
721467,Store,JAC,DIMARIS CORP,PIONEER SUPERMARKET,275,E 169TH STREET,10456,0,275 E 169TH STREET
710407,Store,JAC,STARBRIGHT LLC,PIONEER SUPERMARKET,616,MELROSE AVE,10455,20000,616 MELROSE AVE
717155,Store,JAC,DINEINFRESH INC,PLATED,511,BARRY ST,10474,0,511 BARRY ST
728802,Store,JAC,PM DELI SUPERMARKET CORP,PM DELI SUPERMARKET,1393,WEBSTER AVE,10456,0,1393 WEBSTER AVE
722320,Store,JAC,POPS FRESH MARKET LTD,POPS FRESH MARKET,1028,NEILL AVENUE,10461,600,1028 NEILL AVENUE
706026,Store,A,POPULAR DISCOUNT INC,POPULAR DISCOUNT,3072,WHITE PLAINS RD,10467,4000,3072 WHITE PLAINS RD
715206,Store,JAC,POSHORA MARKET CORP,POSHORA MARKET,2142,& 2144 STARLING AVE,10462,4000,2142 2144 STARLING AVE
609368,Store,JAC,DIALLO ELHADJ M,POU KOU HALAL FOOD,585,TINTON AVE STORE #1,10455,1500,585 TINTON AVE
729756,Store,JAC,POWER DELI GROCERY CORP,POWER DELI GROCERY,2641,DECATUR AVE,10458,0,2641 DECATUR AVE
731628,Store,JAC,P & P GOURMET DELI INC,P & P GOURMET DELI,119,WEST 225TH STREET,10463,0,119 WEST 225TH STREET
600514,Store,JAC,PREMIER FOOD INC,PREMIER FOOD,738,LYDIG AVE,10462,1300,738 LYDIG AVE
608556,Store,A,S&S VENTURES INC,PRICE BUSTERS,340,E 204TH ST,10467,5000,340 E 204TH ST
606559,Store,JAC,DNJ FOOD CORP,PRICE CHOICE,807,E TREMONT AVE,10460,2500,807 E TREMONT AVE
603267,Store,JABC,JVD FOOD CORP,PRICE CHOICE,820,E 180TH ST,10460,9000,820 E 180TH ST
727273,Store,JAC,PRICE RIGHT DELI CORP,PRICE RIGHT DELI,1512,BOONE AVE,10460,1000,1512 BOONE AVE
609123,Store,JAC,PRIMAVERA DELI GROCERY CORP,PRIMAVERA DELI GROCERY,79,E BURNSIDE AVE,10453,1500,79 E BURNSIDE AVE
730636,Store,JAC,PRIME 221 DELI & GROCERY INC,PRIME 221 DELI & GROCER,3844,WHITE PLAINS ROAD,10467,1000,3844 WHITE PLAINS ROAD
601224,Store,JAC,AUGHRIM FOODS INC,PRIME CUTS,4338A,KATONAH AVE,10470,2000,4338A KATONAH AVE
721995,Store,JAC,PREMIUM HALAL MEAT & FISH INC,PRIMIUM HALAL MEAT & FI,1500,OLMSTEAD AVE,10462,2500,1500 OLMSTEAD AVE
713605,Store,JAC,PRIMO GROCERY LTD,PRIMO GROCERY,278,W FORDHAM RD,10468,1000,278 W FORDHAM RD
734658,Store,JAC,PRINCE DELI BURGERS CORP,PRINCE DELI BURGERS,134,W KINGSBRIDGE ROAD,10468,0,134 W KINGSBRIDGE ROAD
605536,Store,JAC,CHAVEZ DENISSE L,PRODUCTOS CENTRO AMERIC,800,E 149TH STREET,10455,1000,800 E 149TH STREET
604499,Store,JAC,RUIZ SANTO P,PRUKO FRUITS&VEGETABLES,874,E 180TH ST,10460,300,874 E 180TH ST
721469,Store,JAC,PRUZZOS SUPERMARKET CORP,PRUZZOS SUPERMARKET,2937,WESTCHESTER AVE,10461,5000,2937 WESTCHESTER AVE
704775,Store,JACH,KIM LINDA,PULSE ROASTED CHICKPEAS,50,E 168TH ST,10452,0,50 E 168TH ST
722503,Store,JAC,PUNAL GROCERY CORP,PUNAL GROCERY,218,W TREMONT AVENUE,10453,1800,218 W TREMONT AVENUE
724305,Store,JAC,PUPY GROCERY CORP,PUPY GROCERY,1299,SAINT LAWRENCE,10472,1100,1299 SAINT
705775,Store,JAC,PURA VIDA DELI GROCERY CORP,PURA VIDA DELI GROCERY,907,SOUTHERN BLVD,10459,1000,907 SOUTHERN BLVD
714464,Store,A,Q&S 99 CENTS PLUS INC,Q&S 99 CENTS PLUS,836,HUNTS POINT AVE,10474,600,836 HUNTS POINT AVE
714883,Store,JAC,QUALITY 99 CENTS STORE INC,QUALITY 99 CENTS STORE,286,E 204TH ST,10467,4000,286 E 204TH ST
731205,Store,JAC,QUALITY NEW YORK MEAT AND FISH MA,QUALITY NEW YORK MEAT A,1678,BOSTON ROAD,10460,1800,1678 BOSTON ROAD
608541,Store,JAC,QUICK HERO CITY DELI GROCERY INC,QUICK HERO CITY DELI GR,617,E FORDHAM RD,10458,0,617 E FORDHAM RD
725544,Store,JAC,QUICK STOP 1 MINI MARKET CORP,QUICK STOP 1 MINI MARKE,685,MORRIS PARK AVE,10462,1500,685 MORRIS PARK AVE
733074,Store,A,QUICK STOP CANDY STORE 4 INC,QUICK STOP CANDY STORE,2128,CRUGER AVE,10462,800,2128 CRUGER AVE
706086,Store,JAC,QUICK STOP SMOKE SHOP & DELI INC,QUICK STOP SMOKE SHOP &,206,W 231ST ST,10463,1000,206 W 231ST ST
600618,Store,JAC,SCHUYLER DELI CORP,QUIK STOP,3610,E TREMONT AVE,10465,2000,3610 E TREMONT AVE
608508,Store,JAC,RAFAEL JR FOOD CENTER CORP,RAFAEL JR FOOD CENTER,2701,DECATUR AVE,10458,2000,2701 DECATUR AVE
733792,Store,JAC,RAM DELI CORP,RAM DELI,224,WILLIS AVENUE,10454,0,224 WILLIS AVENUE
608200,Store,JAC,RANALDIS OF DA BRONX LTD,RANALDIS OF DA BRON,3191,E TREMONT AVE,10461,800,3191 E TREMONT AVE
605320,Store,JAC,RANDAZZOS SEAFOOD INC,RANDAZZOS FISH MARKET,2327,ARTHUR AVE,10458,800,2327 ARTHUR AVE
732024,Store,JAC,RAS FRISH GOURMET DELI CORP,RAS FRISH GOURMET DELI,15,WESTCHESTER SQUARE,10461,1800,15 WESTCHESTER SQUARE
713480,Store,JAC,RAY DELI FOOD CORP,RAY DELI FOOD,4048,WHITE PLAINS RD,10466,0,4048 WHITE PLAINS RD
607720,Store,JAC,RAYKELL FOOD CORP,RAYKELL DELI & GROCERY,78-80,W 183RD ST,10453,3000,78 80 W 183RD ST
724960,Store,JAC,RAY'S #1 DELI GROCERY LLC,RAY'S #1 DELI GROCERY,3925,BARNES AVENUE,10466,0,3925 BARNES AVENUE
603908,Store,JAC,R&C DELI GROCERY INC,R&C DELI GROCERY,917,SHERIDAN AVE,10451,1500,917 SHERIDAN AVE
609551,Store,JAC,R&C FISH MARKET CORP,R&C FISH MARKET,12,E 183RD ST,10453,1200,12 E 183RD ST
604001,Store,JAC,RDL MINI MART CORP,RDL MINI MART,182,WILLIS AVE,10454,1500,182 WILLIS AVE
705849,Store,JAC,REAL DEAL DELI #2,REAL DEAL DELI & GROCER,728,COURTLANDT AVE,10451,1800,728 COURTLANDT AVE
608983,Store,JAC,PROSPECT SUPERMARKET OF NY INC,REAL SUPERMARKET,795,PROSPECT AVE,10455,4000,795 PROSPECT AVE
727181,Store,JAC,RED APPLE DELI CORP,RED APPLE DELI,294,E 204TH STREET,10467,1100,294 E 204TH STREET
728453,Store,A,REEM LLIC,REEM,1335,PROSPECT AVE,10459,800,1335 PROSPECT AVE
719016,Store,JAC,REEMYS INC,REEMYS,1524,UNIONPORT RD,10462,1500,1524 UNIONPORT RD
605830,Store,JAC,ABDULKADER RASHAD A & WADAH A,REEMYS DELI&CONVENIENCE,1669,METROPOLITAN AVE,10462,1000,1669 METROPOLITAN AVE
728579,Store,JAC,REGINA MEAT&DELI GROCERY INC,REGINA MEAT&DELI GROCER,1801,WESTCHESTER AVE,10472,1200,1801 WESTCHESTER AVE
726983,Store,JAC,RES OF THE BRONX LLC,RES DELI & GROCERY,592,TRINITY AVE,10455,1800,592 TRINITY AVE
719799,Store,JAC,REYES DELI GROCERY CORP,REYES DELI GROCERY,676,CASTLE HILL AVE,10473,1200,676 CASTLE HILL AVE
608666,Store,JAC,REYES GROCERY & DELI CORP,REYES GROCERY & DELI,1605,INWOOD AVE,10452,1000,1605 INWOOD AVE
609069,Store,JAC,REYES VICTORIANO,REYES MEXICAN DELI,998,LONGWOOD AVE #6,10459,1100,998 LONGWOOD AVE
719909,Store,JAC,REYNA SUPER FOODS CORP,REYNA SUPER FOODS,13,E TREMONT AVE,10453,5000,13 E TREMONT AVE
602339,Store,JAC,RICARDITO&ANTHONY DELI GRCRY INC,RICARDITO&ANTHONY DELI,2019,VYSE AVE,10460,1800,2019 VYSE AVE
604767,Store,JAC,VIDALS FRANCISCO,RICHARD FRT&VEG MEX PRD,1356,JEROME AVE,10452,1500,1356 JEROME AVE
601428,Store,JAC,QUALITY MEATS OF TREMONT LLC,RICHIES MEAT&DELI,3818,E TREMONT AVE,10465,900,3818 E TREMONT AVE
720545,Store,JAC,RICHY DELI GROCERY CORP,RICHY DELI GROCERY,2334,WASHINGTON AVE,10458,1000,2334 WASHINGTON AVE
608594,Store,JAC,RIGS MEAT MARKET CORP,RIGS MEAT MARKET,4158,WHITE PLAINS RD,10466,1200,4158 WHITE PLAINS RD
604601,Store,A,RITE AID OF NEW YORK INC,RITE AID 04555,88,FEATHERBED LANE,10452,8000,88 FEATHERBED LANE
604078,Store,A,RITE AID OF NEW YORK INC,RITE AID 04667,49,W FORDHAM RD,10468,3000,49 W FORDHAM RD
605052,Store,A,GENOVESE DRUG STORES INC,RITE AID 10539,2748,EAST TREMONT AVENUE,10461,5000,2748 EAST TREMONT AVENUE
605043,Store,A,GENOVESE DRUG STORES INC,RITE AID 10540,1710,CROSBY AVENUE,10461,6000,1710 CROSBY AVENUE
604381,Store,A,GENOVESE DRUG STORES INC,RITE AID 10541,5825-35,BROADWAY,10463,10000,5825 35
604360,Store,A,GENOVESE DRUG STORES INC,RITE AID 10542,541,W 235TH ST,10463,10000,541 W 235TH ST
604386,Store,A,GENOVESE DRUG STORES INC,RITE AID 10543,21B,KNOLLS CRESCENT,10463,10000,21B KNOLLS CRESCENT
604223,Store,A,RITE AID OF NEW YORK INC,RITE AID 3363,650,CASTLE HILL AVE,10473,10000,650 CASTLE HILL AVE
603962,Store,A,RITE AID OF NEW YORK INC,RITE AID 4294,4159,WHITE PLAINS RD,10466,10000,4159 WHITE PLAINS RD
603384,Store,A,RITE AID OF NEW YORK INC,RITE AID 4618,4232,BAYCHESTER AVE,10466,10000,4232 BAYCHESTER AVE
607449,Store,A,RITE AID OF NEW YORK INC,RITE AID #7848,3012,3RD AVE,10455,3000,3012 3RD AVE
607483,Store,A,RITE AID OF NEW YORK INC.,RITE AID #7906,840,WESTCHESTER AVE,10459,3000,840 WESTCHESTER AVE
607143,Store,A,RITE AID OF NEW YORK INC,RITE AID #7909,642,WESTCHESTER AVE,10455,5000,642 WESTCHESTER AVE
607241,Store,A,RITE AID OF NEW YORK INC,RITE AID #7910,925,SOUNDVIEW AVE,10473,12000,925 SOUNDVIEW AVE
604109,Store,A,GENOVESE DRUG STORES INC,RITE AIDE 10544,3590,E TREMONT AVE,10465,11000,3590 E TREMONT AVE
605003,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 00424,3480,JEROME AVE,10467,7000,3480 JEROME AVE
734877,Store,A,WALGREEN EASTERN CO INC,RITE AID PHARMACY 00549,2158,WHITE PLAINS RD,10462,7000,2158 WHITE PLAINS RD
604999,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 01665,2750,BOSTON RD,10469,2000,2750 BOSTON RD
602071,Store,A,RITE AID DRUG PALACE INC,RITE AID PHARMACY 01845,3901,WHITE PLAINS RD,10466,6000,3901 WHITE PLAINS RD
605004,Store,A,RITE AID DRUG PALACE INC,RITE AID PHARMACY 01957,3040-44,EASTCHESTER RD,10469,1500,3040 44 EASTCHESTER RD
604998,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 02669,2063,BARTOW AVE,10475,4000,2063 BARTOW AVE
604997,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03359,911,MORRIS PARK AVE,10462,5000,911 MORRIS PARK AVE
604994,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03429,1540,GRAND CONCOURSE,10457,3000,1540 GRAND
604991,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03507,650,E TREMONT AVE,10457,3000,650 E TREMONT AVE
604990,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03663,592,E 183RD ST,10458,10000,592 E 183RD ST
604989,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03774,2426-34,EASTCHESTER RD,10469,1500,2426 34 EASTCHESTER RD
604988,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03812,239,E 198TH ST,10458,5000,239 E 198TH ST
604985,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03815,32,E 170TH ST,10452,3000,32 E 170TH ST
604975,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03817,57,E BURNSIDE AVE,10453,20000,57 E BURNSIDE AVE
604974,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03844,950-960,SOUTHERN BLVD,10459,5000,950 960 SOUTHERN BLVD
604973,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03858,901,E GUN HILL RD,10469,2000,901 E GUN HILL RD
604971,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03980,1179,E 233RD ST,10466,2000,1179 E 233RD ST
604984,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04258,1516-1518,WESTCHESTER AVE,10472,3000,1516 1518 WESTCHESTER AVE
604983,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04267,1091,OGDEN AVE,10452,3000,1091 OGDEN AVE
604976,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04790,691,CO-OP CITY BLVD,10475,0,691 CO-OP CITY BLVD
604980,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04824,537-539,E 138TH ST,10454,5000,537 539 E 138TH ST
732609,Store,JAC,RITEWAY DELI INC,RITEWAY DELI,4168,WHITE PLAINS RD,10466,0,4168 WHITE PLAINS RD
609259,Store,JAC,RIVERDALE DELI & GROCERY INC,RIVERDALE DELI & GROCER,5991,BROADWAY,10471,600,5991 BROADWAY
608213,Store,JAC,RGS&ASSOCIATES INC,RIVERDALE GLATT SHOP,3540,JOHNSON AVE,10463,2000,3540 JOHNSON AVE
605856,Store,JAC,RIVERDALE GOURMET INC,RIVERDALE GOURMET,3543,RIVERDALE AVE,10463,1200,3543 RIVERDALE AVE
609227,Store,JAC,BLUSHAN FOODS LLC,RIVERDALE KOSHER MARKET,5683,RIVERDALE AVE,10471,12000,5683 RIVERDALE AVE
731084,Store,JAC,R & J SEAFOOD CORP,R & J SEAFOOD,800,FOOD CENTER DRIVE UNIT 117,10474,0,800 FOOD CENTER DRIVE
734458,Store,JAC,R-K DELI GROCERY CORP,R-K DELI GROCERY,919,EAST TREMONT AVENUE,10460,2000,919 EAST TREMONT AVENUE
604944,Store,A,R K M LLC,R K M CARD AND GIFTS,620,CASTLE HILL AVE,10473,600,620 CASTLE HILL AVE
706926,Store,A,RKS ENTERPRISE INC,RKS ENTERPRISE,210,E 188TH ST,10458,1200,210 E 188TH ST
607768,Store,A,RLP STATIONERY LLC,RLP STATIONERY,3807,WHITE PLAINS RD,10467,1100,3807 WHITE PLAINS RD
713714,Store,JAC,R&M 1 DELI GROCERY CORP,R&M 1 DELI GROCERY,2425,GRAND AVE,10468,1000,2425 GRAND AVE
724339,Store,JAC,R&M TEJADA CORP,R&M TEJADA,526,MORRIS PARK AVE,10460,1200,526 MORRIS PARK AVE
601851,Store,JAC,ROBERT CABAN GROCERY INC,ROBERT CABAN GROCERY,1980,GILDERSLEEVE AVE,10473,1000,1980 GILDERSLEEVE AVE
718879,Store,JAC,ROBINSON DELI & GROCERY CORP,ROBINSON DELI & GROCERY,950,LONGWOOD AVENUE,10459,0,950 LONGWOOD AVENUE
601880,Store,JADX,ROBT T COCHRAN&CO INC,ROBT T COCHRAN&CO,,UNT 408-412 NYC TERMINAL MKT,10474,0,
600350,Store,JAC,RODRIGUEZ RAMON A,RODRIGUEZ GROCERY,753,FOX ST,10455,1500,753 FOX ST
601531,Store,A,RO CHUL CHIN,RO FLORIST&GROCERY,743,ALLERTON AVE,10467,1300,743 ALLERTON AVE
722485,Store,JAC,ROGER DELI GROCERY CORP,ROGER DELI GROCERY,655,COURTLANDT AVENUE,10451,1800,655 COURTLANDT AVENUE
604351,Store,JAC,SOUTARIA ROKIA CORP,ROKIA AFRICAN MARKET,209,E 165TH ST,10456,500,209 E 165TH ST
609488,Store,JAC,ROMANA GROCERY CORP,ROMANA GROCERY,3851,BRONXWOOD AVE,10469,1200,3851 BRONXWOOD AVE
609017,Store,JAC,ROMAN DELI GROCERY INC,ROMAN DELI GROCERY,396,E 171ST ST,10457,0,396 E 171ST ST
731918,Store,JAC,ROMERO FRUIT MARKET INC,ROMERO FRUIT MARKET,835,E 152ND ST STORE 4,10455,1000,835 E 152ND ST
733196,Store,JAC,ROMEROS GROCERY CORP,ROMEROS GROCERY,672,E 180TH STREET,10457,0,672 E 180TH STREET
722291,Store,JAC,MORRIS PARK PRODUCE INC,ROOTS AND FRUITS,700,MORRIS PARK AVE,10462,2500,700 MORRIS PARK AVE
607007,Store,A,FRASCA ROSA,ROSA FRASCA GROCERY,1028,MORRIS PARK AVE,10461,2000,1028 MORRIS PARK AVE
605163,Store,JAC,ROSARIO BROTHERS DELI GROC CORP,ROSARIO BROTHERS DELI,1082,OLMSTEAD AVE,10472,1000,1082 OLMSTEAD AVE
607608,Store,JAC,ROSARIO JOSE O,ROSARIO DELI GROCERY,16,E 213TH ST,10467,1200,16 E 213TH ST
607119,Store,JAC,ROSARIO DELI MARKET CORP,ROSARIO DELI MARKET,831,150TH ST,10455,1000,831 150TH ST
731375,Store,A,ROSEDALE CONVENIENCE STORE & DELI,ROSEDALE CONVENIENCE ST,1447,ROSEDALE AVE,10460,600,1447 ROSEDALE AVE
731246,Store,JAC,ROSSIS DELI GROCERY INC,ROSSIS DELI GROCERY,253,EAST 188TH STREET,10458,0,253 EAST 188TH STREET
703031,Store,A,ROXY GROCERY & CONVENIENCE CORP,ROXY GROCERY & CONVENIE,935,W 163RD ST #1,10459,800,935 W 163RD ST
607552,Store,JACD,ROYAL AFRICAN & CARIBBEAN FOOD IN,ROYAL AFRICAN & CARIBBE,2957,WEBSTER AVE,10458,3000,2957 WEBSTER AVE
725369,Store,JAC,ROYAL DELI INC,ROYAL DELI,980,INTERVALE AVE,10459,0,980 INTERVALE AVE
733795,Store,JAC,ROYAL GROUP MARKET CORP,ROYAL GROUP MARKET,294,EAST 166TH ST,10456,0,294 EAST 166TH ST
705781,Store,JAC,ROYAL ONE STOP SUPERMARKET CORP,ROYAL ONE STOP SUPERMAR,1230A,JEROME AVE,10452,2500,1230A JEROME AVE
712789,Store,A,ROYAL PETROLEUM MANAGEMENT INC,ROYAL PETROLEUM MANAGEM,1,E 233RD ST,10470,1500,1 E 233RD ST
719611,Store,JAC,ROYS FRUITS AND VEGETABLES CORP,ROYS FRUITS AND VEGETAB,720,EAST TREMONT AVE STORE #B,10457,0,720 EAST TREMONT AVE
609208,Store,JAC,POZO RAMON A,RP DELI GROCERY,945,ALDUS ST,10459,900,945 ALDUS ST
727371,Store,JAC,RR 174TH ST DELI FOOD CORP,RR 174TH ST DELI FOOD 0,1544,E 174TH STREET STORE 2,10472,1200,1544 E 174TH STREET
607988,Store,JAC,RR&C FOOD CORP,RR&C FOOD,1223,BOSTON RD,10456,1100,1223 BOSTON RD
707414,Store,JAC,RUANES DELI INC,RUANE'S DELI,2,CENTRE EDGEWATER PARK DR,10465,2200,2 CENTRE EDGEWATER PARK DR
733464,Store,JAC,RUANES DELI OF EDGEWATER INC,RUANES DELI OF EDGEWATE,2,CENTER EDGE WATER PARK DR,10465,0,2 CENTER EDGE WATER PARK DR
709655,Store,JAC,RUFFY PRODUCTOS MEXICANOS CORP,RUFFY PRODUCTOS MEXICAN,524B,BROOK AVE,10455,1300,524B BROOK AVE
728279,Store,JAC,RUTHY WE GOT THIS LLC,RUTHY WE GOT THIS,1431,BEACH AVE,10460,1200,1431 BEACH AVE
713760,Store,JAC,RWAA DELI & GROCERY CORP,RWAA DELI & GROCERY,56,W 183RD ST,10453,1200,56 W 183RD ST
607365,Store,A,RYER CANDY & GROCERY CORP,RYER CANDY & GROCERY,229,E 181ST ST,10457,500,229 E 181ST ST
600750,Store,JAC,KYOUNG BAE RYU,RYUS FRUIT&VEGETABLE,212,E 167TH ST,10456,3000,212 E 167TH ST
729537,Store,JAC,R&Z DELI GROCERY CORP,R&Z DELI GROCERY,1026,PROSPECT AVE,10459,0,1026 PROSPECT AVE
609447,Store,JAC,SAAR DELI GROCERY INC,SAAR DELI GROCERY,824,E 149TH ST STORE #7,10455,0,824 E 149TH ST
732278,Store,JAC,SABAA DELI GROCERY INC,SABAA DELI GROCERY,1539,WESTCHESTER AVE,10472,1300,1539 WESTCHESTER AVE
607955,Store,JAC,SABA QUALITY PLUS DELI INC,SABA QUALITY PLUS DELI,1183,CASTLE HILL AVE,10462,1400,1183 CASTLE HILL AVE
719514,Store,JAC,SABOR CRIOLLO GROCERY CORP,SABOR CRIOLLO GROCERY,1841,GRAND CONCOURSE,10453,2400,1841 GRAND
724557,Store,JAC,SABOR LATINO DELI SUPERMARKET COR,SABOR LATINO DELI SUPER,1000,LONGWOOD AVENUE,10459,2000,1000 LONGWOOD AVENUE
731031,Store,JAC,SABROSO GROCERY CORP,SABROSO GROCERY,648,E 233RD STREET,10466,0,648 E 233RD STREET
602299,Store,JAC,S.A. DELI GROCERY CORP,S.A. DELI GROCERY,29,CLINTON PL,10453,1500,29 CLINTON PL
727058,Store,JAC,SADEQ GOURMET DELI INC,SADEQ GOURMET DELI,2664,GRAND CONCOURSE,10458,0,2664 GRAND
712304,Store,JAC,SABER & JAMAL MARKET 2 CORP,SAER & JAMAL MARKET 2,563,E TREMONT AVE,10457,0,563 E TREMONT AVE
731692,Store,JAC,SAFARI GOURMET DELI CORP,SAFARI GOURMET DELI,2001,SOUTHERN BLVD,10460,900,2001 SOUTHERN BLVD
720340,Store,JAC,65 BURNSIDE MEAT MARKET CORP,SAGAL FOOD,65,E BURNSIDE AVE,10453,5000,65 E BURNSIDE AVE
