License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Zip Code,Square Footage,Retail_Address
734013,Store,JAC,DD&S MEAT FISH & PRODUCE INC,SAGAL FOOD,3430,JEROME AVE,10467,2100,3430 JEROME AVE
718409,Store,JAC,SAIF GOURMET DELI CORP,SAIF GOURMET DELI,1749,COSBY AVE,10461,1200,1749 COSBY AVE
603247,Store,JAC,SAJOMA MINI MARKET INC,SAJOMA MINI MARKET,1368,EDWARD L GRANT HWY,10452,1500,1368 EDWARD L GRANT HWY
603460,Store,A,SHARHAN ABDO,SALAH CANDY&GROCERY,16,B E GUN HILL RD,10467,800,16 B E GUN HILL RD
730450,Store,JAC,SALAM DELI INC,SALAM DELI,939,MORRIS PARK AVE,10462,900,939 MORRIS PARK AVE
608915,Store,JAC,SALCEDO GROCERY & DELI CORP,SALCEDO GROCERY & DELI,1318,LAFAYETTE AVE,10474,1500,1318 LAFAYETTE AVE
604760,Store,JAC,SALCEDO YEZAIRA,SALCEDO GROCERY STR DEL,1260,WESTCHESTER AVE,10459,700,1260 WESTCHESTER AVE
735130,Store,JAC,SALCEDO SUPERMARKET CORP,SALCEDO SUPERMARKET,1318,LAFAYETTE AVE STORE 1-2-3,10474,0,1318 LAFAYETTE AVE
600968,Store,JABH,SAL&DOMS PASTRY SHOP INC,SAL&DOMS PASTRY SHOP,1108,ALLERTON AVE,10469,1200,1108 ALLERTON AVE
604004,Store,JAC,SALGADO JOSE A,SALGADOS SUPERETTE,1131,W FARMS RD,10459,650,1131 W FARMS RD
604082,Store,JAC,SALLY FOOD CORP,SALLY FOOD,126-28,W 228TH ST,10463,1200,126 28 W 228TH ST
715067,Store,JAC,SALOME MINI MARKET INC,SALOME MINI MARKET,558,COMMONWEALTH AVENUE,10473,1300,558 COMMONWEALTH AVENUE
601413,Store,JAC,SALS FRUIT VEGETABLE&GROCERY INC,SALS FRUIT VEGETABLE&GR,57-63,W FORDHAM RD,10468,5000,57 63 W FORDHAM RD
717469,Store,JAC,SALS PLACE DELI & GROCERY CORP,SALS PLACE DELI & GROCE,1971,BRONXDALE AVE,10462,0,1971 BRONXDALE AVE
717180,Store,A,SAMADAN DELI GROCERY INC,SAMADAN DELI GROCERY,1760,WESTCHESTER AVE,10472,0,1760 WESTCHESTER AVE
715209,Store,A,SAMA DELI GROCERY CORP,SAMA DELI GROCERY,4222,WHITE PLAINS RD,10466,1200,4222 WHITE PLAINS RD
728684,Store,JAC,SAM CONVENIENCE DELI GROCERY CORP,SAM CONVENIENCE DELI GR,180,E 174TH ST,10457,900,180 E 174TH ST
719865,Store,JAC,SAMMY 194 GROCERY CANDY CORP,SAMMY 194 GROCERY CANDY,341,EAST 194TH ST,10458,0,341 EAST 194TH ST
734126,Store,JAC,SAMMY 1 DELI GROCERY CORP,SAMMY 1 DELI GROCERY,51,W 183RD STREET,10453,0,51 W 183RD STREET
609260,Store,JAC,SAMMY GOURMET DELI INC,SAMMY GOURMET DELI,125,E 157TH ST,10451,1200,125 E 157TH ST
602272,Store,JAC,SAMMY 2500 GROCERY CORP,SAMMY GROCERY,2500,ARTHUR AVE,10458,700,2500 ARTHUR AVE
726187,Store,JAC,SAMS DELI GROCERY CORP,SAMS DELI,7,E 170TH STREET,10452,0,7 E 170TH STREET
718346,Store,JAC,SAMS DELI & SNAK CORPRATION,SAMS DELI & SNAK,1498,WESTCHESTER AVE,10472,0,1498 WESTCHESTER AVE
730426,Store,JAC,SAMSEA INC,SAMSEA CANDY & CONVENIE,3215,THIRD AVE,10451,800,3215 THIRD AVE
726845,Store,A,SANAA SMOKE SHOP CORP,SANAA SMOKE SHOP,3279,WESTCHESTER AVE,10461,400,3279 WESTCHESTER AVE
606405,Store,JAC,DIANA ASIEDU AMPEM,SANBRA AFRICAN MARKET,861,E TREMONT AVE,10460,1200,861 E TREMONT AVE
734060,Store,JAC,GEORGE SANCHEZ,SANCHEZ DELI GROCERY,424,E 149TH ST,10455,2000,424 E 149TH ST
704616,Store,JAC,SANCHEZ FAMILY DELI GROCERY CORP,SANCHEZ FAMILY DELI GRO,703,PROSPECT AVE,10455,0,703 PROSPECT AVE
608768,Store,JAC,SANCHEZ GROCERY&BAKERY STORE INC,SANCHEZ GROCERY&BAKERY,3197,BAINBRIDGE AVE,10467,1300,3197 BAINBRIDGE AVE
729370,Store,JAC,SANDG BAKING INC,SANDG BAKING,909,E 135TH STREET,10454,0,909 E 135TH STREET
716245,Store,JAC,CCS DELI INC,SANDY DELI & MEXICAN GR,1305,ROSEDALE AVE,10472,1400,1305 ROSEDALE AVE
718823,Store,JAC,SAN JOSE TULCINGO DELI INC.,SAN JOSE TULCINGO DELI,109,EAST 153RD STREET,10451,1200,109 EAST 153RD STREET
601524,Store,JAC,GRULLON JUAN A,SAN MIGUEL GROCERY,774,BURKE AVE,10467,1600,774 BURKE AVE
715330,Store,JAC,SANTA CATARINA GROCERY LLC,SANTA CATARINA GROCERY,2399,GRAND CONCOURSE STORE #2,10468,500,2399 GRAND CONCOURSE
715326,Store,A,SANTA FRUIT FOOD MARKET INC,SANTA FRUIT FOOD MARKET,2851,WEBSTER AVE,10458,600,2851 WEBSTER AVE
603396,Store,JAC,2001 SANTANA DELI GROCERY CORP,SANTANA DELI GROCERY,2001,WHITE PLAINS RD,10462,2000,2001 WHITE PLAINS RD
600949,Store,JAC,SANTANA FRANCISCO,SANTANAS GROCERY,1975,LA FONTAINE AVE,10457,700,1975 LA FONTAINE AVE
600774,Store,JAC,SANTIAGO MIGUEL,SANTIAGO GROCERY,15,W TREMONT AVE,10453,1500,15 W TREMONT AVE
727729,Store,JAC,SANTI'S DELI GROCERY CORP,SANTI'S DELI GROCERY,1190,CROMWELL AVE,10452,0,1190 CROMWELL AVE
607888,Store,JAC,SANTOS FISH MARKET INC,SANTOS FISH MARKET,2859,WHITE PLAINS RD,10467,1400,2859 WHITE PLAINS RD
731491,Store,JAC,SANTOS FISH MARKET NO 2 INC,SANTOS FISH MARKET NO 2,4639,WHITE PLAINS RD,10466,0,4639 WHITE PLAINS RD
602934,Store,JACHK,SBK PRESERVES INC,SARABETHS KITCHEN,1161,E 156TH ST,10474,15000,1161 E 156TH ST
734811,Store,JAC,SARAH GOURMET DELI CORP,SARAH GOURMET DELI,711A,183RD ST,10458,0,711A 183RD ST
608769,Store,JAC,SATNAM STORES INC,SATNAM STORES,600,PELHAM PKWY,10462,1200,600 PELHAM PKWY
609026,Store,JAC,SAVEMORE DELI GROCERY CORP,SAVEMORE DELI GROCERY,1363,WEBSTER AVE,10456,1800,1363 WEBSTER AVE
606808,Store,JAC,SAYES DELI GROCERY CORP,SAYES DELI GROCERY,1309,W FARMS RD,10459,1000,1309 W FARMS RD
703049,Store,A,SAY FOOD BAZAAR INC,SAY FOOD BAZAAR,2287,JEROME AVENUE,10468,3000,2287 JEROME AVENUE
727728,Store,JAC,SAZON DELI GROCERY CORP,SAZON DELI GROCERY,131,E 183RD STREET,10453,1500,131 E 183RD STREET
600103,Store,JAC,SILJKOVIC AVER&VEZIRA,SCALINADA MEAT GROC&DEL,667,E 187TH ST,10458,800,667 E 187TH ST
601330,Store,JAC,1514 CATERING CORP,S&D CATERERS,1514,CROSBY AVE,10461,5000,1514 CROSBY AVE
604954,Store,JAC,S&D DELI PLUS GROCERY CORP,S&D DELI PLUS GROCERY,115,E 184TH ST,10468,1500,115 E 184TH ST
717525,Store,JAC,SEA AND SALT SEAFOOD CORP,SEA AND SALT,15,EAST 170TH ST,10452,1500,15 EAST 170TH ST
720352,Store,JAC,SEABREEZE FISH AND SEAFOOD OF ST,SEABREEZE FISH AND SEAF,1041,PROSPECT AVE,10459,0,1041 PROSPECT AVE
720428,Store,JAC,SEA BREEZE FISH & SEAFOOD INC,SEA BREEZE FISH & SEAFO,2050,WEBSTER AVE,10457,150,2050 WEBSTER AVE
720429,Store,A,SEA BREEZE FISH & SEAFOOD INC,SEA BREEZE FISH & SEAFO,831,ROSEDALE AVE,10473,800,831 ROSEDALE AVE
719281,Store,JAC,SEABREEZE FISH & SEAFOOD OF STATE,SEABREEZE FISH & SEAFOO,1851,BRUCKNER BLVD,10472,300,1851 BRUCKNER BLVD
730120,Store,JAC,SBF FISHERY INC,SEABREEZE FISH&SEAFOOD,301,MORRIS AVE MAIL CARRIER PLEAS,10451,400,301 MORRIS AVE
608300,Store,JAC,SEA BREEZE FISH&SEAFOOD OF SI INC,SEA BRZ FISH&SEAFD SI,1018,MORRIS PARK AVE,10462,200,1018 MORRIS PARK AVE
712019,Store,JAC,SEAFOOD HOUSE INC,SEAFOOD HOUSE,12,W MOUNT EDEN AVE,10452,2400,12 W MOUNT EDEN AVE
724376,Store,JAC,LOUGHTALT INC,SEANS QUALITY DELI,4273,KATONAH AVE`,10470,1500,4273 KATONAH AVE
734088,Store,JAC,SECOR DELI CORP,SECOR DELI,4028,BOSTON RD,10475,1300,4028 BOSTON RD
719508,Store,JAC,IVEZIC MARJAN,SEDGWICK DELI & EURO MA,3890,SEDGWICK AVE,10463,0,3890 SEDGWICK AVE
707416,Store,JAC,SEDGWICK DELI & GROCERY CORP,SEDGWICK DELI & GROCERY,2701,SEDGWICK AVENUE,10468,1000,2701 SEDGWICK AVENUE
724532,Store,JAC,JUG O NUTS LLC,SEEDMILK SHAKE,50,E 168TH ST,10452,0,50 E 168TH ST
723693,Store,A,LAFAYETTE MART INC,SEHAM 99 PLUS STORE,1741,LAFAYETTE AVE,10473,4200,1741 LAFAYETTE AVE
723700,Store,A,SEHAM ENTERPRISES INC,SEHAM DISCOUNT,1811,WHITE PLAINS RD,10462,2000,1811 WHITE PLAINS RD
731054,Store,JAC,SELWYN DELI GROCERY CORP,SELWYN DELI GROCERY,261,E 172ND STREET,10457,0,261 E 172ND STREET
726843,Store,A,AMOAKOHENE PRINCE,SEVEN BROTHERS AFRICAN,237,E 181ST STREET,10457,800,237 E 181ST STREET
606404,Store,A,S & F SERVICES INC,S & F SERVICES,1198,E TREMONT AVE,10460,500,1198 E TREMONT AVE
607942,Store,JAC,SHAHJALAL GROCERY&VARIETY INC,SHAHJALAL GRCY&VARIETY,3115,BAINBRIDGE AVE,10467,1000,3115 BAINBRIDGE AVE
724212,Store,JAC,SHAHJALAL HALAL SUPERMARKET&VARIE,SHAHJALAL HALAL SUPERMA,367,E 204 ST,10467,5000,367 E 204 ST
713716,Store,JAC,SHAIBI GOURMET DELI CORP,SHAIBI GOURMET DELI,24,E 167TH ST,10452,1000,24 E 167TH ST
716117,Store,JAC,SHAKESPEARE DELI & GROCERY INC,SHAKESPEARE DELI & GROC,1174,SHAKESPEARE AVE,10452,1500,1174 SHAKESPEARE AVE
731963,Store,JAC,SHAPLA BAZAR INC,SHAPLA BAZAR,1472,SAINT PETERS AVE,10461,800,1472 SAINT PETERS AVE
712801,Store,JAC,SHEHAB DELI CORP,SHEHAB DELI,4124,BRONXWOOD AVE,10466,750,4124 BRONXWOOD AVE
706947,Store,JAC,3N CONVENIENCE STORE INC,SHELL,950,ALLERTON AVE,10469,0,950 ALLERTON AVE
704851,Store,JAC,FAIRFIELD FOOD INC,SHELL SERVICE STATION,2525,3RD AVE,10451,1200,2525 3RD AVE
710899,Store,JAC,S&H FRUIT AND VEGETABLE INC,S&H FRUIT AND VEGETABLE,731,E TREMONT E,10457,0,731 E TREMONT E
704275,Store,JAC,SHINING STAR DELI GROCERY CORP,SHINING STAR DELI GROCE,3489A,BOSTON RD,10469,1500,3489A BOSTON RD
718953,Store,JAC,SHINY DELI CORP,SHINY DELI,395,EAST MOSHOLU PKWY N,10467,1000,395 EAST MOSHOLU PKWY N
714597,Store,JAC,SHIRLEYN MINI MARKET CORP,SHIRLEYN MINI MARKET,808,EAST 149TH ST,10455,0,808 EAST 149TH ST
606972,Store,JAC,SH&NAGA INC,SH&NAGA,3120,BAINBRIDGE AVE,10467,800,3120 BAINBRIDGE AVE
705758,Store,JAC,KDA FOOD CORP,SHOP FAIR,306,E 170TH ST,10456,8000,306 E 170TH ST
703633,Store,JAC,SHOP LAND DISCOUNT CORP,SHOP LAND DISCOUNT,25,W TREMONT AVE,10453,1500,25 W TREMONT AVE
734129,Store,JAC,VILLAGE SUPER MARKET OF NY LLC,SHOPRITE OF BRUCKNER BL,1994,BRUCKNER BLVD,10473,45000,1994 BRUCKNER BLVD
725693,Store,JAC,LIAM DELI GROCERY CORP,SIAB BAZAAR 12/01/2016,2178,CROTONA AVENUE,10457,0,2178 CROTONA AVENUE
723984,Store,A,SIEL FOOD MART INC,SIEL 99C FOOD MART,1733,EAST 172 STREET,10472,200,1733 EAST 172 STREET
609645,Store,JAC,SILVER BEACH GROCERY CORP,SILVER BEACH GROCERY,4,PLAZA PL,10465,0,4 PLAZA PL
721355,Store,JAC,SILVER DOLLAR 99 CENT PLUS LLC,SILVER DOLLAR 99 CENT P,1557,WATSON AVE,10472,0,1557 WATSON AVE
603764,Store,JAC,SIMPSON DELI & GROCERY CORP,SIMPSON DELI&GROCERY,1029,WESTCHESTER AVE,10459,1800,1029 WESTCHESTER AVE
725808,Store,JAC,SISTER SISTER ROYAL SHITO,SISTER SISTER ROYAL,50,E 168TH STREET,10452,0,50 E 168TH STREET
604249,Store,JAC,AHMON FOOD INC,S&J DELI,1572,WILLIAMSBRIDGE RD,10461,1800,1572 WILLIAMSBRIDGE RD
707700,Store,A,SJS PHARMACY INC,SJS PHARMACY,105,E BURNSIDE AVE,10453,4000,105 E BURNSIDE AVE
716576,Store,A,S&J VARIETY STORE INC,S&J VARIETY STORE,1783,WESTCHESTER AVE,10472,500,1783 WESTCHESTER AVE
731208,Store,JAC,SJW SUSHI CORP,SJW SUSHI,5590,BROADWAY 2ND FLOOR,10463,0,5590 BROADWAY
730686,Store,JAC,SJW SUSHI CORP,SJW SUSHI,5555,BROADWAY,10463,500,5555 BROADWAY
603634,Store,JAC,SK FRUIT MARKET CORP,SK FRUIT MARKET,1057,SOUTHERN BLVD,10459,2000,1057 SOUTHERN BLVD
607075,Store,JAC,JAIJAIRAM JULIET,S&K WORLD OF SPICE,4404,WHITE PLAINS RD,10470,1100,4404 WHITE PLAINS RD
724572,Store,JAC,SKYLINE 1 DELI & GROCERY CORP,SKYLINE 1 DELI & GROCER,870,PROSPECT AVE,10459,1000,870 PROSPECT AVE
721532,Store,JAC,SKY VIEW CAFE & DELICATESSEN CORP,SKY VIEW CAFE & DELICAT,5691,RIVERDALE AVENUE,10471,0,5691 RIVERDALE AVENUE
730816,Store,JAC,SLA DELI GROCERY CORP,SLA DELI GROCERY,212,SAINT ANNS AVENUE,10454,0,212 SAINT ANNS AVENUE
723600,Store,JAC,S&M AFRICAN MARKET LLC,S&M AFRICAN MARKET,1734,TOWNSEND AVE,10453,1800,1734 TOWNSEND AVE
717949,Store,JAC,S & M GOURMET INC,S & M GOURMET,670,CASTLE HILL AVE,10473,1000,670 CASTLE HILL AVE
724345,Store,JAC,SMOOTH LIFE GOURMET DELI CORP,SMOOTH LIFE GOURMET DEL,1016A,WESTCHESTER AVE,10459,1000,1016A WESTCHESTER AVE
733944,Store,A,SNACKS & CONVENIENCE STORE INC,SNACKS & CONVENIENCE ST,3826,WHITE PLAINS ROAD,10467,800,3826 WHITE PLAINS ROAD
724859,Store,JAC,SOL CACAO LLC,SOL CACAO,780,E 133 ST,10454,0,780 E 133 ST
729871,Store,A,SO NICE AFRICAN CARRIBEAN MARKET,SO NICE AFRICAN CARRIBE,2155,GRAND CONCOURSE,10453,1100,2155 GRAND
727229,Store,JAC,SOPHIE'S DELI MINI MARKET CORP,SOPHIE'S DELI MINI MARK,1133,WASHINGTON AVENUE,10456,1200,1133 WASHINGTON AVENUE
730349,Store,JAC,SOSUA FOOD CENTER CORP,SOSUA FOOD CENTER,2634,3RD AVENUE,10454,0,2634 3RD AVENUE
602246,Store,JAC,SOTO GROCERY STORE INC,SOTO GROCERY,1160,BOYNTON AVE,10472,1000,1160 BOYNTON AVE
721516,Store,JAC,SOTO GROCERY & DELI #2 INC,SOTO GROCERY & DELI #2,3308,BAILEY AVE,10463,0,3308 BAILEY AVE
705744,Store,JAC,SOUNDVIEW 99CENT PLUS INC,SOUNDVIEW 99CENT PLUS,253-263,SOUNDVIEW AVENUE,10473,2000,253 263 SOUNDVIEW AVENUE
720604,Store,JAC,SOUTHERN BLVD FARM CORP,SOUTHERN BLVD FARM,1700,SOUTHERN BLVD,10460,900,1700 SOUTHERN BLVD
723677,Store,JAC,SOUTHERN BLVD MEAT MARKET CORP,SOUTHERN BLVD MEAT MARK,1087,SOUTHERN BLVD,10459,2500,1087 SOUTHERN BLVD
728385,Store,JAC,SOUTHERN FAMILY DELI GROCERY CORP,SOUTHERN FAMILY DELI GR,860,SOUTHERN BLVD,10459,1000,860 SOUTHERN BLVD
711580,Store,JAC,SOUTHERN SEAFOOD MARKET,SOUTHERN FISH MARKET,1037E,163ST,10459,2000,1037E 163ST
605358,Store,JAC,SENCION VILLEGAS MORALES,SPANISH AMERICAN GRCY,655,BURKE AVE #1,10467,1000,655 BURKE AVE
715546,Store,JAC,SP BRONX INC,SP BRONX,104,E BURNSIDE AVE,10453,1800,104 E BURNSIDE AVE
720269,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07599,610,NERIED AVE,10470,0,610 NERIED AVE
720758,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07890,3355,E TREMONT AVE,10465,1000,3355 E TREMONT AVE
732835,Store,JAC,SPINNER DELI CORP,SPINNER DELI,374,E 188TH STREET,10458,0,374 E 188TH STREET
607950,Store,JAC,S&P MINI MARKET CORP,S&P MINI MARKET,270,E 165TH ST,10456,1100,270 E 165TH ST
729558,Store,JAC,SPOFFORD AVE DELI GROCERY CORP,SPOFFORD AVE DELI GROCE,706,FAILE ST,10474,0,706 FAILE ST
732598,Store,JAC,SPRING DELI CORP,SPRING DELI,651,EAST 187TH STREET,10458,0,651 EAST 187TH STREET
606266,Store,JAC,S & R DELI GROCERY CORP,S & R DELI,300,E 170TH ST,10456,1500,300 E 170TH ST
723221,Store,JAC,S & R GOURMET DELI CORP,S & R GOURMET DELI,866,UNION AVENUE,10459,1100,866 UNION AVENUE
600057,Store,JABCHK,S&S CHEESECAKE INC,S&S CHEESECAKE,222,W 238TH ST,10463,4000,222 W 238TH ST
607810,Store,A,MOHAMED TALIM,S&T 99 & MORE,851,E 180TH ST,10460,2500,851 E 180TH ST
725031,Store,A,STADIUM DISCOUNT INC,STADIUM DISCOUNT,880,RIVER AVENUE,10452,0,880 RIVER AVENUE
703951,Store,JAC,STADIUM GOURMET DELI INC,STADIUM GOURMET DELI,109,E 161ST ST,10451,2100,109 E 161ST ST
724853,Store,JAC,STAR 7 GOURMET DELI CORP,STAR 7 GOURMET DELI,398,E 152ND STREET,10455,10000,398 E 152ND STREET
603423,Store,JAC,LEE UIDUK,STAR CITY FRUIT&VEG,676,ALLERTON AVE,10467,1200,676 ALLERTON AVE
607723,Store,JAC,SHAIBI ABDALLA M&NASR F A,STAR DELI GROCERY,188,E 167TH ST STORE#2,10456,1200,188 E 167TH ST
609576,Store,JAC,STAR DELI GROCERY CORP BOSTON RD,STAR DELI GROCERY CORP,2243,WHITE PLAINS RD,10467,1000,2243 WHITE PLAINS RD
720573,Store,A,STAR DISCOUNTS INC,STAR DISCOUNTS,66,E TREMONT AVE,10453,1500,66 E TREMONT AVE
608131,Store,A,STAR TREK PHARMACY INC,STAR DRUG,57,EAST KINGSBRIDGE RD,10468,2500,57 EAST KINGSBRIDGE RD
705539,Store,JAC,STARLING DELI&GROCERY INC,STARLING DELI&GROCERY,2172,STARLING AVE,10462,500,2172 STARLING AVE
729230,Store,JAC,STARLITE GOURMET DELI INC,STARLITE GOURMET DELI,1759,JEROME AVENUE,10453,0,1759 JEROME AVENUE
724835,Store,JAC,STEP IN DELI GROCERY LLC,STEP IN DELI GROCERY,130,W FORDHAM RD,10468,800,130 W FORDHAM RD
720387,Store,JAC,STEVEN DELI & GROCERY CORP,STEVEN DELI & GROCERY,325,CYPRESS AVENUE,10454,0,325 CYPRESS AVENUE
601651,Store,JAC,SUWAILIH SAIF AHMED,STEVES DELI & GROCERY,1524,MAYFLOWER AVE,10461,1100,1524 MAYFLOWER AVE
604279,Store,JAC,ST MICHAEL GROCERY CORP,ST MICHAEL GROCERY,936,E 169TH ST,10459,700,936 E 169TH ST
722707,Store,JAC,RHEE AND CHA INC,STOP AND GO,134,WESTCHESTER SQUARE,10461,0,134 WESTCHESTER SQUARE
608720,Store,JAC,STOP&GO DELI GROCERY CORP,STOP&GO DELI GROCERY,839C,PROSPECT AVE,10459,1000,839C PROSPECT AVE
606785,Store,JAC,B-A DELIMART INC,STOP ONE,1360,E GUN HILL RD,10469,1700,1360 E GUN HILL RD
734276,Store,JAC,STOP ONE DELI CORP,STOP ONE DELI,124,EAST 183 STREET,10453,0,124 EAST 183 STREET
600536,Store,A,STOP ONE DELI & GROCERY INC,STOP ONE DELI & GROCERY,265,E GUN HILL RD,10467,1100,265 E GUN HILL RD
711475,Store,JAC,STOP ONE GROCERY & DELI INC,STOP ONE GROCERY & DELI,1101,ALLERTON AVE,10469,0,1101 ALLERTON AVE
719351,Store,JABC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2592,2136,BARTOW AVE,10475,55000,2136 BARTOW AVE
719261,Store,JAC,STOP & SHOP SUPERMARKET LLC THE,STOP & SHOP #2593,961,E 174TH ST,10460,8000,961 E 174TH ST
719348,Store,JABC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2594,1720,E CHESTER RD,10461,60000,1720 E CHESTER RD
601477,Store,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 503,5716,BROADWAY,10463,27000,5716 BROADWAY
602697,Store,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 504,754,CO-OP CITY BLVD,10475,58000,754 CO-OP CITY BLVD
722904,Store,JAC,ST PAUL DELI GROCERY INC,ST PAUL DELI GROCERY,3720,3RD AVENUE,10456,700,3720 3RD AVENUE
607162,Store,JAC,ST PETERS FOOD CENTER CORP,ST PETERS FOOD CENTER,1484,ST PETERS AVE,10461,1000,1484 ST PETERS AVE
727222,Store,JAC,SUAREZ DELI & GROCERY INC,SUAREZ DELI & GROCERY,269,E 188TH STREET,10458,0,269 E 188TH STREET
708361,Store,JAC,MISTER SUBS II INC,SUBS GOURMET DELI,1070,OGDEN AVE,10452,700,1070 OGDEN AVE
608510,Store,JABC,CARIDAD BAKERY CAFE INC,SUGARBOY BAKERY,3071,BAILEY AVE,10463,2000,3071 BAILEY AVE
721668,Store,A,SULAIMAN CONVENIENCE & AUTO SERVI,SULAIMAN CONVENIENCE,1441,WESTCHESTER AVENUE,10472,1200,1441 WESTCHESTER AVENUE
725233,Store,JAC,SUMMER'S TREMONT MINI MARKET CORP,SUMMER'S TREMONT MINI M,3399,E TREMONT AVENUE,10461,1200,3399 E TREMONT AVENUE
602110,Store,JAC,ADONIIAH ARIF HAKIM RAHSAN,SUNDIAL HERBAL PRODUCTS,3609,BOSTON RD,10466,2000,3609 BOSTON RD
606860,Store,JACH,SUNLIFE TOTAL HEALTH INC,SUNLIFE HEALTH FOOD,4060,WHITE PLAINS RD,10466,1400,4060 WHITE PLAINS RD
721260,Store,JAC,SUNNY DELI INC,SUNNY DELI,231,W 230TH STREET,10463,0,231 W 230TH STREET
607698,Store,JAC,CHUNG HWAN SOOL,SUNNY FISH MARKET,4164,WHITE PLAINS RD,10466,880,4164 WHITE PLAINS RD
603846,Store,JAC,SUNNY FRUIT&VEGETABLES INC,SUNNY FRUIT MARKET,3163,BAINBRIDGE AVE,10467,1300,3163 BAINBRIDGE AVE
606390,Store,JAC,AS & R PETROLEUM INC,SUNOCO,5914,RIVERDALE AVE,10471,500,5914 RIVERDALE AVE
604927,Store,JAC,GS WEBSTER SERVICE INC,SUNOCO,1724,WEBSTER AVE,10457,320,1724 WEBSTER AVE
729080,Store,JAC,SUNSHINE FISH MARKET INC,SUNSHINE FISH MARKET 07,15,EAST MOUNT EDEN AVE,10452,0,15 EAST MOUNT EDEN AVE
603232,Store,JAC,ACOSTA FRANKLIN&PENA JOSE A,SUNSHINE SUPERMARKET,3830,DYRE AVE,10466,1200,3830 DYRE AVE
713638,Store,A,288 SUPER 99 C PLUS LLC,SUPER 99 C,288-290,E KINGSBRIDGE RD,10458,800,288 290 E KINGSBRIDGE RD
733156,Store,JAC,SUPER BEST DELI CORP,SUPER BEST DELI,201,W 242ND STREET,10471,1000,201 W 242ND STREET
724453,Store,A,SUPER DEAL DOLLAR INC,SUPER DEAL DOLLAR,1560,WESTCHESTER AVE,10472,0,1560 WESTCHESTER AVE
734020,Store,JAC,SUPER DELI CORP,SUPER DELI,1081,SOUTHERN BLVD,10459,0,1081 SOUTHERN BLVD
606474,Store,JAC,LOS CUATRO HERMANOS GROCERY INC,SUPER DELI& GRCY STORE,740,E 149TH ST,10455,1000,740 E 149TH ST
605305,Store,JABC,2945 MEAT&PRODUCE INC,SUPER FOODTOWN,2945,BRUCKNER BLVD,10461,20000,2945 BRUCKNER BLVD
725694,Store,JAC,SUPERIOR DELI GROCERY CORP,SUPERIOR DELI GROCERY 1,1447,WEBSTER AVENUE,10456,1800,1447 WEBSTER AVENUE
605560,Store,JAC,RODRIGUEZ BRUNILDA,SUPERIOR MARKETS,628,MORRIS AVE,10451,2500,628 MORRIS AVE
609268,Store,JAC,SUPERIOR PRODUCTS MINIMARKET INC,SUPERIOR PRODUCTS MKT,1712,UNIVERSITY AVE,10453,1500,1712 UNIVERSITY AVE
727691,Store,JAC,SUPERSTAR 1 DELI AND & GROCERY CO,SUPERSTAR 1 DELI AND &,2801,WHITE PLAINS ROAD,10467,1600,2801 WHITE PLAINS ROAD
731853,Store,JAC,SUPER STOP DELI & GROCERY CORP,SUPER STOP DELI & GROCE,211,E TREMONT AVE,10457,1000,211 E TREMONT AVE
717528,Store,JAC,SUSANS GREEN GREEN MARKET INC,SUSANS GREEN GREEN MARK,3002,BUHRE AVE,10461,0,3002 BUHRE AVE
716943,Store,JAC,SUSHI BENTO NY INC,SUSHI BENTO NY,540,W 235TH ST,10463,100,540 W 235TH ST
734917,Store,JAC,SUSHILOVER INC,SUSHILOVER,1994,BRUCKNER BLVD,10467,0,1994 BRUCKNER BLVD
735084,Store,JAC,SUSHILOVER INC,SUSHILOVER,1994,BRUCKNER BLVD,10473,80,1994 BRUCKNER BLVD
708487,Store,JAC,SUSTAINABLE SNACKS LLC,SUSTAINABLE SNACKS,50,E 168TH STREET,10452,0,50 E 168TH STREET
730893,Store,JAC,SWEENEYS MINI MARKET CORP,SWEENEY'S MINI MARKET,3134,MILES AVE,10465,1200,3134 MILES AVE
608783,Store,JAC,SWEET CORNER FOOD CENTER CORP,SWEET CORNER FOOD CNTR,1971,GRAND AVE,10453,800,1971 GRAND AVE
608221,Store,JAC,ABDO ABDULLA N,SWEET DELI & GROCERY,956,INTERVALE AVE,10459,1000,956 INTERVALE AVE
608539,Store,A,SWEET HOME AFRICAN MKT INC,SWEET HOME AFRICAN MKT,15-17,BEDFORD PARK BLVD,10468,2000,15 17 BEDFORD PARK BLVD
607946,Store,JAC,S WON PROVISIONS INC,S WON PROVISIONS,1054,SOUTHERN BLVD,10459,1300,1054 SOUTHERN BLVD
605747,Store,JABC,S&W SUPERMARKET INC,S&W SUPERMARKET,4028,E TREMONT AVE,10465,3000,4028 E TREMONT AVE
731366,Store,JAC,SYANA FISH MARKET CORP.,SYANA FISH MARKET,337,E GUNHILL ROAD,10467,700,337 E GUNHILL ROAD
728490,Store,JAC,SYANA PRODUCE CORP,SYANA PRODUCE,350,E GUN HILL RD,10467,1500,350 E GUN HILL RD
