zip_Code,County,City,State
97351,Polk,Independence,Oregon
97352,Marion,Jefferson,Oregon
97355,Linn,Lebanon,Oregon
97357,Lincoln,Logsden,Oregon
97358,Linn,Lyons,Oregon
97360,Linn,Mill City,Oregon
97361,Polk,Monmouth,Oregon
97362,Marion,Mount Angel,Oregon
97364,Lincoln,Neotsu,Oregon
97365,Lincoln,Newport,Oregon
97366,Lincoln,South Beach,Oregon
97367,Lincoln,Lincoln City,Oregon
97368,Lincoln,Otis,Oregon
97369,Lincoln,Otter Rock,Oregon
97370,Benton,Philomath,Oregon
97371,Polk,Rickreall,Oregon
97373,Marion,Saint Benedict,Oregon
97374,Linn,Scio,Oregon
97375,Marion,Scotts Mills,Oregon
97376,Lincoln,Seal Rock,Oregon
97377,Linn,Shedd,Oregon
97378,Yamhill,Sheridan,Oregon
97380,Lincoln,Siletz,Oregon
97381,Marion,Silverton,Oregon
97383,Marion,Stayton,Oregon
97384,Marion,Mehama,Oregon
97385,Marion,Sublimity,Oregon
97386,Linn,Sweet Home,Oregon
97388,Lincoln,Gleneden Beach,Oregon
97389,Linn,Tangent,Oregon
97390,Lincoln,Tidewater,Oregon
97391,Lincoln,Toledo,Oregon
97392,Marion,Turner,Oregon
97394,Lincoln,Waldport,Oregon
97396,Yamhill,Willamina,Oregon
97401,Lane,Eugene,Oregon
97402,Lane,Eugene,Oregon
97403,Lane,Eugene,Oregon
97404,Lane,Eugene,Oregon
97405,Lane,Eugene,Oregon
97406,Curry,Agness,Oregon
97408,Lane,Eugene,Oregon
97410,Douglas,Azalea,Oregon
97411,Coos,Bandon,Oregon
97412,Lane,Blachly,Oregon
97413,Lane,Blue River,Oregon
97414,Coos,Broadbent,Oregon
97415,Curry,Brookings,Oregon
97416,Douglas,Camas Valley,Oregon
97417,Douglas,Canyonville,Oregon
97419,Lane,Cheshire,Oregon
97420,Coos,Coos Bay,Oregon
97423,Coos,Coquille,Oregon
97424,Lane,Cottage Grove,Oregon
97426,Lane,Creswell,Oregon
97429,Douglas,Days Creek,Oregon
97430,Lane,Deadwood,Oregon
97431,Lane,Dexter,Oregon
97434,Lane,Dorena,Oregon
97435,Douglas,Drain,Oregon
97436,Douglas,Elkton,Oregon
97437,Lane,Elmira,Oregon
97438,Lane,Fall Creek,Oregon
97439,Lane,Florence,Oregon
97441,Douglas,Gardiner,Oregon
97442,Douglas,Glendale,Oregon
97443,Douglas,Glide,Oregon
97444,Curry,Gold Beach,Oregon
97446,Linn,Harrisburg,Oregon
97447,Douglas,Idleyld Park,Oregon
97448,Lane,Junction City,Oregon
97449,Coos,Lakeside,Oregon
97450,Curry,Langlois,Oregon
97451,Lane,Lorane,Oregon
97452,Lane,Lowell,Oregon
97453,Lane,Mapleton,Oregon
97454,Lane,Marcola,Oregon
97455,Lane,Pleasant Hill,Oregon
97456,Benton,Monroe,Oregon
97457,Douglas,Myrtle Creek,Oregon
97458,Coos,Myrtle Point,Oregon
97459,Coos,North Bend,Oregon
97461,Lane,Noti,Oregon
97462,Douglas,Oakland,Oregon
97463,Lane,Oakridge,Oregon
97465,Curry,Port Orford,Oregon
97466,Coos,Powers,Oregon
97467,Douglas,Reedsport,Oregon
97469,Douglas,Riddle,Oregon
97470,Douglas,Roseburg,Oregon
97471,Douglas,Roseburg,Oregon
97473,Douglas,Scottsburg,Oregon
97476,Curry,Sixes,Oregon
97477,Lane,Springfield,Oregon
97478,Lane,Springfield,Oregon
97479,Douglas,Sutherlin,Oregon
97480,Lane,Swisshome,Oregon
97481,Douglas,Tenmile,Oregon
97484,Douglas,Tiller,Oregon
97486,Douglas,Umpqua,Oregon
97487,Lane,Veneta,Oregon
97488,Lane,Vida,Oregon
97489,Lane,Walterville,Oregon
97490,Lane,Walton,Oregon
97492,Lane,Westfir,Oregon
97493,Lane,Westlake,Oregon
97494,Douglas,Wilbur,Oregon
97495,Douglas,Winchester,Oregon
97496,Douglas,Winston,Oregon
97497,Josephine,Wolf Creek,Oregon
97498,Lincoln,Yachats,Oregon
97499,Douglas,Yoncalla,Oregon
97501,Jackson,Medford,Oregon
97502,Jackson,Central Point,Oregon
97503,Jackson,White City,Oregon
97504,Jackson,Medford,Oregon
97520,Jackson,Ashland,Oregon
97522,Jackson,Butte Falls,Oregon
97523,Josephine,Cave Junction,Oregon
97524,Jackson,Eagle Point,Oregon
97525,Jackson,Gold Hill,Oregon
97526,Josephine,Grants Pass,Oregon
97527,Josephine,Grants Pass,Oregon
97530,Jackson,Jacksonville,Oregon
97531,Josephine,Kerby,Oregon
97532,Josephine,Merlin,Oregon
97534,Josephine,O Brien,Oregon
97535,Jackson,Phoenix,Oregon
97536,Jackson,Prospect,Oregon
97537,Jackson,Rogue River,Oregon
97538,Josephine,Selma,Oregon
97539,Jackson,Shady Cove,Oregon
97540,Jackson,Talent,Oregon
97541,Jackson,Trail,Oregon
97543,Josephine,Wilderville,Oregon
97544,Josephine,Williams,Oregon
97601,Klamath,Klamath Falls,Oregon
97603,Klamath,Klamath Falls,Oregon
97604,Klamath,Crater Lake,Oregon
97620,Lake,Adel,Oregon
97621,Klamath,Beatty,Oregon
97622,Klamath,Bly,Oregon
97623,Klamath,Bonanza,Oregon
97624,Klamath,Chiloquin,Oregon
97625,Klamath,Dairy,Oregon
97626,Klamath,Fort Klamath,Oregon
97627,Klamath,Keno,Oregon
97630,Lake,Lakeview,Oregon
97632,Klamath,Malin,Oregon
97633,Klamath,Merrill,Oregon
97634,Klamath,Midland,Oregon
97635,Modoc,New Pine Creek,Oregon
97636,Lake,Paisley,Oregon
97637,Lake,Plush,Oregon
97638,Lake,Silver Lake,Oregon
97639,Klamath,Sprague River,Oregon
97640,Lake,Summer Lake,Oregon
97641,Lake,Christmas Valley,Oregon
97701,Deschutes,Bend,Oregon
97702,Deschutes,Bend,Oregon
97707,Deschutes,Bend,Oregon
97710,Harney,Fields,Oregon
97711,Jefferson,Ashwood,Oregon
97712,Deschutes,Brothers,Oregon
97720,Harney,Burns,Oregon
97721,Harney,Princeton,Oregon
97722,Harney,Diamond,Oregon
97730,Jefferson,Camp Sherman,Oregon
97731,Klamath,Chemult,Oregon
97732,Harney,Crane,Oregon
97733,Klamath,Crescent,Oregon
97734,Jefferson,Culver,Oregon
97735,Lake,Fort Rock,Oregon
97736,Harney,Frenchglen,Oregon
97737,Klamath,Gilchrist,Oregon
97738,Harney,Hines,Oregon
97739,Deschutes,La Pine,Oregon
97741,Jefferson,Madras,Oregon
97750,Wheeler,Mitchell,Oregon
97751,Crook,Paulina,Oregon
97752,Crook,Post,Oregon
97753,Crook,Powell Butte,Oregon
97754,Crook,Prineville,Oregon
97756,Deschutes,Redmond,Oregon
97758,Harney,Riley,Oregon
97759,Deschutes,Sisters,Oregon
97760,Jefferson,Terrebonne,Oregon
97761,Jefferson,Warm Springs,Oregon
97801,Umatilla,Pendleton,Oregon
97810,Umatilla,Adams,Oregon
97812,Gilliam,Arlington,Oregon
97813,Umatilla,Athena,Oregon
97814,Baker,Baker City,Oregon
97817,Grant,Bates,Oregon
97818,Morrow,Boardman,Oregon
97819,Baker,Bridgeport,Oregon
97820,Grant,Canyon City,Oregon
97823,Gilliam,Condon,Oregon
97824,Union,Cove,Oregon
97825,Grant,Dayville,Oregon
97826,Umatilla,Echo,Oregon
97827,Union,Elgin,Oregon
97828,Wallowa,Enterprise,Oregon
97830,Wheeler,Fossil,Oregon
97833,Baker,Haines,Oregon
97834,Baker,Halfway,Oregon
97835,Umatilla,Helix,Oregon
97836,Morrow,Heppner,Oregon
97837,Baker,Hereford,Oregon
97838,Umatilla,Hermiston,Oregon
97839,Morrow,Lexington,Oregon
97840,Baker,Oxbow,Oregon
97841,Union,Imbler,Oregon
97842,Wallowa,Imnaha,Oregon
97843,Morrow,Ione,Oregon
97844,Morrow,Irrigon,Oregon
97845,Grant,John Day,Oregon
97846,Wallowa,Joseph,Oregon
97848,Grant,Kimberly,Oregon
97850,Union,La Grande,Oregon
97856,Grant,Long Creek,Oregon
97857,Wallowa,Lostine,Oregon
97859,Umatilla,Meacham,Oregon
97862,Umatilla,Milton Freewater,Oregon
97864,Grant,Monument,Oregon
97865,Grant,Mount Vernon,Oregon
97867,Union,North Powder,Oregon
97868,Umatilla,Pilot Rock,Oregon
97869,Grant,Prairie City,Oregon
97870,Baker,Richland,Oregon
97873,Grant,Seneca,Oregon
97874,Wheeler,Spray,Oregon
97875,Umatilla,Stanfield,Oregon
97876,Union,Summerville,Oregon
97877,Baker,Sumpter,Oregon
97880,Umatilla,Ukiah,Oregon
97882,Umatilla,Umatilla,Oregon
97883,Union,Union,Oregon
97884,Baker,Unity,Oregon
97885,Wallowa,Wallowa,Oregon
97886,Umatilla,Weston,Oregon
97901,Malheur,Adrian,Oregon
97903,Malheur,Brogan,Oregon
97904,Harney,Drewsey,Oregon
97905,Baker,Durkee,Oregon
97906,Malheur,Harper,Oregon
97907,Baker,Huntington,Oregon
97908,Malheur,Ironside,Oregon
97909,Malheur,Jamieson,Oregon
97910,Malheur,Jordan Valley,Oregon
97911,Malheur,Juntura,Oregon
97913,Malheur,Nyssa,Oregon
97914,Malheur,Ontario,Oregon
97918,Malheur,Vale,Oregon
97920,Malheur,Westfall,Oregon
15001,Beaver,Aliquippa,Pennsylvania
15003,Beaver,Ambridge,Pennsylvania
15004,Washington,Atlasburg,Pennsylvania
15005,Beaver,Baden,Pennsylvania
15006,Allegheny,Bairdford,Pennsylvania
15007,Allegheny,Bakerstown,Pennsylvania
15009,Beaver,Beaver,Pennsylvania
15010,Beaver,Beaver Falls,Pennsylvania
15012,Westmoreland,Belle Vernon,Pennsylvania
15014,Allegheny,Brackenridge,Pennsylvania
15015,Allegheny,Bradfordwoods,Pennsylvania
15017,Allegheny,Bridgeville,Pennsylvania
15018,Allegheny,Buena Vista,Pennsylvania
15019,Washington,Bulger,Pennsylvania
15020,Allegheny,Bunola,Pennsylvania
15021,Washington,Burgettstown,Pennsylvania
15022,Washington,Charleroi,Pennsylvania
15024,Allegheny,Cheswick,Pennsylvania
15025,Allegheny,Clairton,Pennsylvania
15026,Beaver,Clinton,Pennsylvania
15027,Beaver,Conway,Pennsylvania
15028,Allegheny,Coulters,Pennsylvania
15030,Allegheny,Creighton,Pennsylvania
15031,Allegheny,Cuddy,Pennsylvania
15033,Washington,Donora,Pennsylvania
15034,Allegheny,Dravosburg,Pennsylvania
15035,Allegheny,East Mc Keesport,Pennsylvania
15037,Allegheny,Elizabeth,Pennsylvania
15038,Washington,Elrama,Pennsylvania
15042,Beaver,Freedom,Pennsylvania
15043,Beaver,Georgetown,Pennsylvania
15044,Allegheny,Gibsonia,Pennsylvania
15045,Allegheny,Glassport,Pennsylvania
15046,Allegheny,Crescent,Pennsylvania
15047,Allegheny,Greenock,Pennsylvania
15049,Allegheny,Harwick,Pennsylvania
15050,Beaver,Hookstown,Pennsylvania
15051,Allegheny,Indianola,Pennsylvania
15052,Beaver,Industry,Pennsylvania
15053,Washington,Joffre,Pennsylvania
15054,Washington,Langeloth,Pennsylvania
15055,Washington,Lawrence,Pennsylvania
15056,Allegheny,Leetsdale,Pennsylvania
15057,Washington,Mc Donald,Pennsylvania
15059,Beaver,Midland,Pennsylvania
15060,Washington,Midway,Pennsylvania
15061,Beaver,Monaca,Pennsylvania
15062,Westmoreland,Monessen,Pennsylvania
15063,Washington,Monongahela,Pennsylvania
15064,Allegheny,Morgan,Pennsylvania
15065,Allegheny,Natrona Heights,Pennsylvania
15066,Beaver,New Brighton,Pennsylvania
15067,Washington,New Eagle,Pennsylvania
15068,Westmoreland,New Kensington,Pennsylvania
15071,Allegheny,Oakdale,Pennsylvania
15072,Westmoreland,Pricedale,Pennsylvania
15074,Beaver,Rochester,Pennsylvania
15075,Allegheny,Rural Ridge,Pennsylvania
15076,Allegheny,Russellton,Pennsylvania
15077,Beaver,Shippingport,Pennsylvania
15078,Washington,Slovan,Pennsylvania
15081,Beaver,South Heights,Pennsylvania
15082,Allegheny,Sturgeon,Pennsylvania
15083,Westmoreland,Sutersville,Pennsylvania
15084,Allegheny,Tarentum,Pennsylvania
15085,Westmoreland,Trafford,Pennsylvania
15086,Allegheny,Warrendale,Pennsylvania
15087,Westmoreland,Webster,Pennsylvania
15088,Allegheny,West Elizabeth,Pennsylvania
15089,Westmoreland,West Newton,Pennsylvania
15090,Allegheny,Wexford,Pennsylvania
15101,Allegheny,Allison Park,Pennsylvania
15102,Allegheny,Bethel Park,Pennsylvania
15104,Allegheny,Braddock,Pennsylvania
15106,Allegheny,Carnegie,Pennsylvania
15108,Allegheny,Coraopolis,Pennsylvania
15110,Allegheny,Duquesne,Pennsylvania
15112,Allegheny,East Pittsburgh,Pennsylvania
15116,Allegheny,Glenshaw,Pennsylvania
15120,Allegheny,Homestead,Pennsylvania
15122,Allegheny,West Mifflin,Pennsylvania
15126,Allegheny,Imperial,Pennsylvania
15129,Allegheny,South Park,Pennsylvania
15131,Allegheny,Mckeesport,Pennsylvania
15132,Allegheny,Mckeesport,Pennsylvania
15133,Allegheny,Mckeesport,Pennsylvania
15135,Allegheny,Mckeesport,Pennsylvania
15136,Allegheny,Mc Kees Rocks,Pennsylvania
15137,Allegheny,North Versailles,Pennsylvania
15139,Allegheny,Oakmont,Pennsylvania
15140,Allegheny,Pitcairn,Pennsylvania
15142,Allegheny,Presto,Pennsylvania
15143,Allegheny,Sewickley,Pennsylvania
15144,Allegheny,Springdale,Pennsylvania
15145,Allegheny,Turtle Creek,Pennsylvania
15146,Allegheny,Monroeville,Pennsylvania
15147,Allegheny,Verona,Pennsylvania
15148,Allegheny,Wilmerding,Pennsylvania
15201,Allegheny,Pittsburgh,Pennsylvania
15202,Allegheny,Pittsburgh,Pennsylvania
15203,Allegheny,Pittsburgh,Pennsylvania
15204,Allegheny,Pittsburgh,Pennsylvania
15205,Allegheny,Pittsburgh,Pennsylvania
15206,Allegheny,Pittsburgh,Pennsylvania
15207,Allegheny,Pittsburgh,Pennsylvania
15208,Allegheny,Pittsburgh,Pennsylvania
15209,Allegheny,Pittsburgh,Pennsylvania
15210,Allegheny,Pittsburgh,Pennsylvania
15211,Allegheny,Pittsburgh,Pennsylvania
15212,Allegheny,Pittsburgh,Pennsylvania
15213,Allegheny,Pittsburgh,Pennsylvania
15214,Allegheny,Pittsburgh,Pennsylvania
15215,Allegheny,Pittsburgh,Pennsylvania
15216,Allegheny,Pittsburgh,Pennsylvania
15217,Allegheny,Pittsburgh,Pennsylvania
15218,Allegheny,Pittsburgh,Pennsylvania
15219,Allegheny,Pittsburgh,Pennsylvania
15220,Allegheny,Pittsburgh,Pennsylvania
15221,Allegheny,Pittsburgh,Pennsylvania
15222,Allegheny,Pittsburgh,Pennsylvania
15223,Allegheny,Pittsburgh,Pennsylvania
15224,Allegheny,Pittsburgh,Pennsylvania
15225,Allegheny,Pittsburgh,Pennsylvania
15226,Allegheny,Pittsburgh,Pennsylvania
15227,Allegheny,Pittsburgh,Pennsylvania
15228,Allegheny,Pittsburgh,Pennsylvania
15229,Allegheny,Pittsburgh,Pennsylvania
15232,Allegheny,Pittsburgh,Pennsylvania
15233,Allegheny,Pittsburgh,Pennsylvania
15234,Allegheny,Pittsburgh,Pennsylvania
15235,Allegheny,Pittsburgh,Pennsylvania
15236,Allegheny,Pittsburgh,Pennsylvania
15237,Allegheny,Pittsburgh,Pennsylvania
15238,Allegheny,Pittsburgh,Pennsylvania
15239,Allegheny,Pittsburgh,Pennsylvania
15241,Allegheny,Pittsburgh,Pennsylvania
15243,Allegheny,Pittsburgh,Pennsylvania
15260,Allegheny,Pittsburgh,Pennsylvania
15290,Allegheny,Pittsburgh,Pennsylvania
15301,Washington,Washington,Pennsylvania
15310,Greene,Aleppo,Pennsylvania
15311,Washington,Amity,Pennsylvania
15312,Washington,Avella,Pennsylvania
15313,Washington,Beallsville,Pennsylvania
15314,Washington,Bentleyville,Pennsylvania
15315,Greene,Bobtown,Pennsylvania
15316,Greene,Brave,Pennsylvania
15317,Washington,Canonsburg,Pennsylvania
15320,Greene,Carmichaels,Pennsylvania
15321,Washington,Cecil,Pennsylvania
15322,Greene,Clarksville,Pennsylvania
15323,Washington,Claysville,Pennsylvania
15324,Washington,Cokeburg,Pennsylvania
15325,Greene,Crucible,Pennsylvania
15327,Greene,Dilliner,Pennsylvania
15329,Washington,Prosperity,Pennsylvania
15330,Washington,Eighty Four,Pennsylvania
15331,Washington,Ellsworth,Pennsylvania
15332,Washington,Finleyville,Pennsylvania
15333,Washington,Fredericktown,Pennsylvania
15334,Greene,Garards Fort,Pennsylvania
15337,Greene,Graysville,Pennsylvania
15338,Greene,Greensboro,Pennsylvania
15340,Washington,Hickory,Pennsylvania
15341,Greene,Holbrook,Pennsylvania
15342,Washington,Houston,Pennsylvania
15344,Greene,Jefferson,Pennsylvania
15345,Washington,Marianna,Pennsylvania
15346,Greene,Mather,Pennsylvania
15347,Washington,Meadow Lands,Pennsylvania
15348,Washington,Millsboro,Pennsylvania
15349,Greene,Mount Morris,Pennsylvania
15350,Washington,Muse,Pennsylvania
15351,Greene,Nemacolin,Pennsylvania
15352,Greene,New Freeport,Pennsylvania
15353,Greene,Nineveh,Pennsylvania
15357,Greene,Rices Landing,Pennsylvania
15358,Washington,Richeyville,Pennsylvania
15359,Greene,Rogersville,Pennsylvania
15360,Washington,Scenery Hill,Pennsylvania
15361,Washington,Southview,Pennsylvania
15362,Greene,Spraggs,Pennsylvania
15363,Washington,Strabane,Pennsylvania
15364,Greene,Sycamore,Pennsylvania
15366,Washington,Van Voorhis,Pennsylvania
15367,Washington,Venetia,Pennsylvania
15368,Washington,Vestaburg,Pennsylvania
15370,Greene,Waynesburg,Pennsylvania
15376,Washington,West Alexander,Pennsylvania
15377,Washington,West Finley,Pennsylvania
15378,Washington,Westland,Pennsylvania
15379,Washington,West Middletown,Pennsylvania
15380,Greene,Wind Ridge,Pennsylvania
15401,Fayette,Uniontown,Pennsylvania
15410,Fayette,Adah,Pennsylvania
15411,Somerset,Addison,Pennsylvania
15412,Washington,Allenport,Pennsylvania
15413,Fayette,Allison,Pennsylvania
15417,Fayette,Brownsville,Pennsylvania
15419,Washington,California,Pennsylvania
15420,Fayette,Cardale,Pennsylvania
15421,Fayette,Chalk Hill,Pennsylvania
15422,Fayette,Chestnut Ridge,Pennsylvania
15423,Washington,Coal Center,Pennsylvania
15424,Somerset,Confluence,Pennsylvania
15425,Fayette,Connellsville,Pennsylvania
15427,Washington,Daisytown,Pennsylvania
15428,Fayette,Dawson,Pennsylvania
15429,Washington,Denbo,Pennsylvania
15430,Fayette,Dickerson Run,Pennsylvania
15431,Fayette,Dunbar,Pennsylvania
15432,Washington,Dunlevy,Pennsylvania
15433,Fayette,East Millsboro,Pennsylvania
15434,Washington,Elco,Pennsylvania
15435,Fayette,Fairbank,Pennsylvania
15436,Fayette,Fairchance,Pennsylvania
15437,Fayette,Farmington,Pennsylvania
15438,Fayette,Fayette City,Pennsylvania
15440,Fayette,Gibbon Glade,Pennsylvania
15442,Fayette,Grindstone,Pennsylvania
15443,Fayette,Hibbs,Pennsylvania
15444,Fayette,Hiller,Pennsylvania
15445,Fayette,Hopwood,Pennsylvania
15446,Fayette,Indian Head,Pennsylvania
15447,Fayette,Isabella,Pennsylvania
15448,Westmoreland,Jacobs Creek,Pennsylvania
15449,Fayette,Keisterville,Pennsylvania
15450,Fayette,La Belle,Pennsylvania
15451,Fayette,Lake Lynn,Pennsylvania
15454,Fayette,Leckrone,Pennsylvania
15455,Fayette,Leisenring,Pennsylvania
15456,Fayette,Lemont Furnace,Pennsylvania
15458,Fayette,Mc Clellandtown,Pennsylvania
15459,Fayette,Markleysburg,Pennsylvania
15460,Fayette,Martin,Pennsylvania
15461,Fayette,Masontown,Pennsylvania
15462,Fayette,Melcroft,Pennsylvania
15463,Fayette,Merrittstown,Pennsylvania
15464,Fayette,Mill Run,Pennsylvania
15466,Fayette,Newell,Pennsylvania
15467,Fayette,New Geneva,Pennsylvania
15468,Fayette,New Salem,Pennsylvania
15469,Fayette,Normalville,Pennsylvania
15470,Fayette,Ohiopyle,Pennsylvania
15472,Fayette,Oliver,Pennsylvania
15473,Fayette,Perryopolis,Pennsylvania
15474,Fayette,Point Marion,Pennsylvania
15475,Fayette,Republic,Pennsylvania
15476,Fayette,Ronco,Pennsylvania
15477,Washington,Roscoe,Pennsylvania
15478,Fayette,Smithfield,Pennsylvania
15479,Westmoreland,Smithton,Pennsylvania
15480,Fayette,Smock,Pennsylvania
15482,Fayette,Star Junction,Pennsylvania
15483,Washington,Stockdale,Pennsylvania
15484,Fayette,Uledi,Pennsylvania
15486,Fayette,Vanderbilt,Pennsylvania
15489,Fayette,West Leisenring,Pennsylvania
15490,Fayette,White,Pennsylvania
15492,Fayette,Wickhaven,Pennsylvania
15501,Somerset,Somerset,Pennsylvania
15502,Somerset,Hidden Valley,Pennsylvania
15510,Somerset,Somerset,Pennsylvania
15520,Somerset,Acosta,Pennsylvania
15521,Bedford,Alum Bank,Pennsylvania
15522,Bedford,Bedford,Pennsylvania
15530,Somerset,Berlin,Pennsylvania
15531,Somerset,Boswell,Pennsylvania
15532,Somerset,Boynton,Pennsylvania
15533,Bedford,Breezewood,Pennsylvania
15534,Bedford,Buffalo Mills,Pennsylvania
15535,Bedford,Clearville,Pennsylvania
15536,Fulton,Crystal Spring,Pennsylvania
15537,Bedford,Everett,Pennsylvania
15538,Somerset,Fairhope,Pennsylvania
15539,Bedford,Fishertown,Pennsylvania
15540,Somerset,Fort Hill,Pennsylvania
15541,Somerset,Friedens,Pennsylvania
15542,Somerset,Garrett,Pennsylvania
15544,Somerset,Gray,Pennsylvania
15545,Bedford,Hyndman,Pennsylvania
15546,Somerset,Jenners,Pennsylvania
15547,Somerset,Jennerstown,Pennsylvania
15550,Bedford,Manns Choice,Pennsylvania
15551,Somerset,Markleton,Pennsylvania
15552,Somerset,Meyersdale,Pennsylvania
15554,Bedford,New Paris,Pennsylvania
15555,Somerset,Quecreek,Pennsylvania
15557,Somerset,Rockwood,Pennsylvania
15558,Somerset,Salisbury,Pennsylvania
15559,Bedford,Schellsburg,Pennsylvania
15560,Somerset,Shanksville,Pennsylvania
15561,Somerset,Sipesville,Pennsylvania
15562,Somerset,Springs,Pennsylvania
15563,Somerset,Stoystown,Pennsylvania
15564,Somerset,Wellersburg,Pennsylvania
15601,Westmoreland,Greensburg,Pennsylvania
15610,Westmoreland,Acme,Pennsylvania
15611,Westmoreland,Adamsburg,Pennsylvania
15612,Westmoreland,Alverton,Pennsylvania
15613,Westmoreland,Apollo,Pennsylvania
15615,Westmoreland,Ardara,Pennsylvania
15616,Westmoreland,Armbrust,Pennsylvania
15617,Westmoreland,Arona,Pennsylvania
15618,Westmoreland,Avonmore,Pennsylvania
15620,Westmoreland,Bradenville,Pennsylvania
15621,Westmoreland,Calumet,Pennsylvania
15622,Somerset,Champion,Pennsylvania
15623,Westmoreland,Claridge,Pennsylvania
15624,Westmoreland,Crabtree,Pennsylvania
15625,Westmoreland,Darragh,Pennsylvania
15626,Westmoreland,Delmont,Pennsylvania
15627,Westmoreland,Derry,Pennsylvania
15628,Westmoreland,Donegal,Pennsylvania
15629,Westmoreland,East Vandergrift,Pennsylvania
15631,Fayette,Everson,Pennsylvania
15632,Westmoreland,Export,Pennsylvania
15633,Westmoreland,Forbes Road,Pennsylvania
15634,Westmoreland,Grapeville,Pennsylvania
15635,Westmoreland,Hannastown,Pennsylvania
15636,Westmoreland,Harrison City,Pennsylvania
15637,Westmoreland,Herminie,Pennsylvania
15638,Westmoreland,Hostetter,Pennsylvania
15639,Westmoreland,Hunker,Pennsylvania
15640,Westmoreland,Hutchinson,Pennsylvania
15641,Westmoreland,Hyde Park,Pennsylvania
15642,Westmoreland,Irwin,Pennsylvania
15644,Westmoreland,Jeannette,Pennsylvania
15646,Westmoreland,Jones Mills,Pennsylvania
15647,Westmoreland,Larimer,Pennsylvania
15650,Westmoreland,Latrobe,Pennsylvania
15655,Westmoreland,Laughlintown,Pennsylvania
15656,Westmoreland,Leechburg,Pennsylvania
15658,Westmoreland,Ligonier,Pennsylvania
15660,Westmoreland,Lowber,Pennsylvania
15661,Westmoreland,Loyalhanna,Pennsylvania
15662,Westmoreland,Luxor,Pennsylvania
15663,Westmoreland,Madison,Pennsylvania
15665,Westmoreland,Manor,Pennsylvania
15666,Westmoreland,Mount Pleasant,Pennsylvania
15668,Westmoreland,Murrysville,Pennsylvania
15670,Westmoreland,New Alexandria,Pennsylvania
15671,Westmoreland,New Derry,Pennsylvania
15672,Westmoreland,New Stanton,Pennsylvania
15673,Armstrong,North Apollo,Pennsylvania
15675,Westmoreland,Penn,Pennsylvania
15676,Westmoreland,Pleasant Unity,Pennsylvania
15677,Westmoreland,Rector,Pennsylvania
15678,Westmoreland,Rillton,Pennsylvania
15679,Westmoreland,Ruffs Dale,Pennsylvania
15680,Westmoreland,Salina,Pennsylvania
15681,Indiana,Saltsburg,Pennsylvania
15683,Westmoreland,Scottdale,Pennsylvania
15684,Westmoreland,Slickville,Pennsylvania
15686,Armstrong,Spring Church,Pennsylvania
15687,Westmoreland,Stahlstown,Pennsylvania
15688,Westmoreland,Tarrs,Pennsylvania
15689,Westmoreland,United,Pennsylvania
15690,Westmoreland,Vandergrift,Pennsylvania
15691,Westmoreland,Wendel,Pennsylvania
15692,Westmoreland,Westmoreland City,Pennsylvania
15693,Westmoreland,Whitney,Pennsylvania
15695,Westmoreland,Wyano,Pennsylvania
15696,Westmoreland,Youngstown,Pennsylvania
15697,Westmoreland,Youngwood,Pennsylvania
15698,Westmoreland,Yukon,Pennsylvania
15701,Indiana,Indiana,Pennsylvania
15710,Indiana,Alverda,Pennsylvania
15711,Jefferson,Anita,Pennsylvania
15712,Indiana,Arcadia,Pennsylvania
15713,Indiana,Aultman,Pennsylvania
15714,Cambria,Northern Cambria,Pennsylvania
15715,Jefferson,Big Run,Pennsylvania
15716,Indiana,Black Lick,Pennsylvania
15717,Indiana,Blairsville,Pennsylvania
15721,Clearfield,Burnside,Pennsylvania
15722,Cambria,Carrolltown,Pennsylvania
15723,Indiana,Chambersville,Pennsylvania
15724,Indiana,Cherry Tree,Pennsylvania
15725,Indiana,Clarksburg,Pennsylvania
15727,Indiana,Clune,Pennsylvania
15728,Indiana,Clymer,Pennsylvania
15729,Indiana,Commodore,Pennsylvania
15730,Jefferson,Coolspring,Pennsylvania
15731,Indiana,Coral,Pennsylvania
15732,Indiana,Creekside,Pennsylvania
15733,Jefferson,De Lancey,Pennsylvania
15734,Indiana,Dixonville,Pennsylvania
15736,Armstrong,Elderton,Pennsylvania
15737,Cambria,Elmora,Pennsylvania
15738,Cambria,Emeigh,Pennsylvania
15739,Indiana,Ernest,Pennsylvania
15741,Indiana,Gipsy,Pennsylvania
15742,Indiana,Glen Campbell,Pennsylvania
15744,Jefferson,Hamilton,Pennsylvania
15745,Indiana,Heilwood,Pennsylvania
15746,Indiana,Hillsdale,Pennsylvania
15747,Indiana,Home,Pennsylvania
15748,Indiana,Homer City,Pennsylvania
15750,Indiana,Josephine,Pennsylvania
15752,Indiana,Kent,Pennsylvania
15753,Clearfield,La Jose,Pennsylvania
15754,Indiana,Lucernemines,Pennsylvania
15756,Indiana,Mc Intyre,Pennsylvania
15757,Clearfield,Mahaffey,Pennsylvania
15759,Indiana,Marion Center,Pennsylvania
15760,Cambria,Marsteller,Pennsylvania
15761,Indiana,Mentcle,Pennsylvania
15762,Cambria,Nicktown,Pennsylvania
15764,Jefferson,Oliveburg,Pennsylvania
15765,Indiana,Penn Run,Pennsylvania
15767,Jefferson,Punxsutawney,Pennsylvania
15770,Jefferson,Ringgold,Pennsylvania
15771,Indiana,Rochester Mills,Pennsylvania
15772,Indiana,Rossiter,Pennsylvania
